deal_key,company_key,channel_key,campaign_key,rep_key,stage_key,lost_reason_key,created_date_key,won_date_key,lost_date_key,mrr_usd,tcv_usd,dialer_hours_attributed,deal_age_days,is_won,is_lost,churn_date_key,is_churned,retained_months,churned_mrr
D0001577,C0042876,CH10,,R004,S04,LR01,20260331,0,20260423,0.0,0.0,3.85,23.0,0,1,0,0,,0.0
D0001578,C0011313,CH01,,R003,S05,LR05,20260810,0,20260903,0.0,0.0,2.86,24.0,0,1,0,0,,0.0
D0001579,C0057676,CH01,,R005,S02,LR12,20250318,0,20250329,0.0,0.0,3.72,11.0,0,1,0,0,,0.0
D0001580,C0037793,CH01,,R003,S04,LR01,20251006,0,20251023,0.0,0.0,3.97,17.0,0,1,0,0,,0.0
D0001581,C0004738,CH01,,R003,S04,LR01,20250131,0,20250226,0.0,0.0,3.66,26.0,0,1,0,0,,0.0
D0001582,C0052681,CH01,,R013,S05,LR10,20260713,0,20260822,0.0,0.0,3.31,40.0,0,1,0,0,,0.0
D0001583,C0059846,CH01,,R006,S01,LR05,20250507,0,20250625,0.0,0.0,3.51,49.0,0,1,0,0,,0.0
D0001584,C0048496,CH01,,R015,S02,LR04,20261211,0,20261226,0.0,0.0,2.96,15.0,0,1,0,0,,0.0
D0001585,C0027526,CH06,CMP001,R003,S01,LR03,20241227,0,20250111,0.0,0.0,0.0,15.0,0,1,0,0,,0.0
D0001586,C0010735,CH01,,R005,S02,LR08,20251003,0,20251024,0.0,0.0,4.12,21.0,0,1,0,0,,0.0
D0001587,C0059180,CH04,,R004,S02,LR02,20251205,0,20260106,0.0,0.0,0.0,32.0,0,1,0,0,,0.0
D0001588,C0036726,CH05,,R003,S01,LR09,20240722,0,20240906,0.0,0.0,0.0,46.0,0,1,0,0,,0.0
D0001589,C0034397,CH06,CMP007,R005,S07,LR14,20260327,20260513,0,560.42,6591.34,0.0,47.0,1,0,0,0,12.0,0.0
D0001590,C0002052,CH07,CMP004,R014,S04,LR01,20250704,0,20250818,0.0,0.0,0.0,45.0,0,1,0,0,,0.0
D0001591,C0020873,CH01,,R003,S01,LR02,20250418,0,20250430,0.0,0.0,2.88,12.0,0,1,0,0,,0.0
D0001592,C0030292,CH02,,R012,S07,LR14,20241010,20241014,0,508.99,7744.61,0.0,4.0,1,0,0,0,12.0,0.0
D0001593,C0039925,CH01,,R005,S05,LR02,20250923,0,20250927,0.0,0.0,2.67,4.0,0,1,0,0,,0.0
D0001594,C0022540,CH01,,R001,S07,LR14,20250402,20250509,0,435.4,5215.75,2.51,37.0,1,0,0,0,12.0,0.0
D0001595,C0033687,CH02,,R011,S01,LR02,20261125,0,20261202,0.0,0.0,0.0,7.0,0,1,0,0,,0.0
D0001596,C0024676,CH01,,R006,S01,LR09,20240213,0,20240313,0.0,0.0,4.75,29.0,0,1,0,0,,0.0
D0001597,C0043162,CH01,,R012,S07,LR14,20240215,20240222,0,427.79,4793.43,3.25,7.0,1,0,20240820,1,6.0,427.79
D0001598,C0039781,CH01,,R001,S01,LR04,20260625,0,20260707,0.0,0.0,3.21,12.0,0,1,0,0,,0.0
D0001599,C0046271,CH02,,R003,S07,LR14,20240418,20240425,0,632.12,6765.8,0.0,7.0,1,0,0,0,12.0,0.0
D0001600,C0003930,CH01,,R006,S04,LR01,20240502,0,20240506,0.0,0.0,4.18,4.0,0,1,0,0,,0.0
D0001601,C0024548,CH01,,R010,S01,LR09,20240202,0,20240209,0.0,0.0,4.73,7.0,0,1,0,0,,0.0
D0001602,C0044680,CH01,,R001,S04,LR01,20260330,0,20260423,0.0,0.0,2.59,24.0,0,1,0,0,,0.0
D0001603,C0043063,CH01,,R011,S09,LR02,20250313,0,20250612,0.0,0.0,4.33,91.0,0,1,0,0,,0.0
D0001604,C0015265,CH01,,R014,S02,LR08,20261118,0,20261206,0.0,0.0,2.78,18.0,0,1,0,0,,0.0
D0001605,C0014358,CH05,,R003,S01,LR03,20240326,0,20240502,0.0,0.0,0.0,37.0,0,1,0,0,,0.0
D0001606,C0044407,CH04,,R015,S07,LR14,20250604,20250704,0,637.61,7966.56,0.0,30.0,1,0,0,0,12.0,0.0
D0001607,C0017356,CH01,,R014,S04,LR01,20251031,0,20251111,0.0,0.0,3.51,11.0,0,1,0,0,,0.0
D0001608,C0027433,CH01,,R005,S09,LR03,20260220,0,20260408,0.0,0.0,2.1,47.0,0,1,0,0,,0.0
D0001609,C0055817,CH07,CMP006,R007,S01,LR02,20261014,0,20261028,0.0,0.0,0.0,14.0,0,1,0,0,,0.0
D0001610,C0016879,CH01,,R003,S01,LR05,20240313,0,20240314,0.0,0.0,3.45,1.0,0,1,0,0,,0.0
D0001611,C0034633,CH01,,R012,S04,LR01,20260715,0,20260727,0.0,0.0,2.37,12.0,0,1,0,0,,0.0
D0001612,C0029296,CH01,,R005,S01,LR09,20251016,0,20251029,0.0,0.0,4.63,13.0,0,1,0,0,,0.0
D0001613,C0049098,CH01,,R013,S05,LR10,20251219,0,20260216,0.0,0.0,2.92,59.0,0,1,0,0,,0.0
D0001614,C0006904,CH06,CMP007,R007,S04,LR01,20240212,0,20240223,0.0,0.0,0.0,11.0,0,1,0,0,,0.0
D0001615,C0023460,CH01,,R001,S07,LR14,20250430,20250521,0,899.68,13657.94,4.04,21.0,1,0,0,0,12.0,0.0
D0001616,C0018479,CH01,,R002,S02,LR12,20250211,0,20250319,0.0,0.0,4.0,36.0,0,1,0,0,,0.0
D0001617,C0002933,CH01,,R006,S01,LR03,20261030,0,20261121,0.0,0.0,4.36,22.0,0,1,0,0,,0.0
D0001618,C0031919,CH06,CMP005,R010,S04,LR01,20241025,0,20241109,0.0,0.0,0.0,15.0,0,1,0,0,,0.0
D0001619,C0055295,CH01,,R013,S09,LR04,20240821,0,20241004,0.0,0.0,2.71,44.0,0,1,0,0,,0.0
D0001620,C0024277,CH01,,R006,S04,LR01,20240102,0,20240121,0.0,0.0,3.26,19.0,0,1,0,0,,0.0
D0001621,C0001677,CH01,,R010,S09,LR05,20260615,0,20260629,0.0,0.0,3.26,14.0,0,1,0,0,,0.0
D0001622,C0015674,CH01,,R001,S04,LR01,20261229,0,20261231,0.0,0.0,4.12,36.0,0,1,0,0,,0.0
D0001623,C0052546,CH01,,R009,S05,LR13,20251231,0,20260202,0.0,0.0,4.67,33.0,0,1,0,0,,0.0
D0001624,C0049499,CH01,,R006,S09,LR02,20240417,0,20240429,0.0,0.0,3.18,12.0,0,1,0,0,,0.0
D0001625,C0036973,CH02,,R007,S07,LR14,20240214,20240308,0,1399.52,17271.82,0.0,23.0,1,0,0,0,12.0,0.0
D0001626,C0059728,CH06,CMP003,R005,S09,LR02,20240321,0,20240420,0.0,0.0,0.0,30.0,0,1,0,0,,0.0
D0001627,C0057474,CH01,,R013,S05,LR03,20240614,0,20240628,0.0,0.0,2.13,14.0,0,1,0,0,,0.0
D0001628,C0007853,CH09,,R015,S07,LR14,20250805,20250812,0,1219.05,18322.72,0.0,7.0,1,0,0,0,12.0,0.0
D0001629,C0058104,CH08,,R007,S07,LR14,20250409,20250416,0,1066.36,12820.81,0.0,7.0,1,0,20260210,1,10.0,1066.36
D0001630,C0028967,CH01,,R009,S09,LR05,20250826,0,20250903,0.0,0.0,3.84,8.0,0,1,0,0,,0.0
D0001631,C0025400,CH01,,R006,S09,LR04,20240910,0,20241025,0.0,0.0,3.52,45.0,0,1,0,0,,0.0
D0001632,C0022367,CH01,,R009,S02,LR14,20251103,0,20251124,0.0,0.0,2.38,21.0,0,1,0,0,,0.0
D0001633,C0047046,CH06,CMP005,R012,S02,LR06,20260507,0,20260619,0.0,0.0,0.0,43.0,0,1,0,0,,0.0
D0001634,C0032722,CH04,,R014,S07,LR14,20260714,20260804,0,810.81,10463.56,0.0,21.0,1,0,0,0,12.0,0.0
D0001635,C0058212,CH05,,R013,S09,LR11,20250122,0,20250204,0.0,0.0,0.0,13.0,0,1,0,0,,0.0
D0001636,C0026626,CH01,,R001,S09,LR04,20260306,0,20260314,0.0,0.0,3.37,8.0,0,1,0,0,,0.0
D0001637,C0055007,CH05,,R002,S05,LR12,20240216,0,20240324,0.0,0.0,0.0,37.0,0,1,0,0,,0.0
D0001638,C0034727,CH03,,R011,S02,LR04,20261214,0,20261218,0.0,0.0,0.0,4.0,0,1,0,0,,0.0
D0001639,C0000986,CH01,,R006,S04,LR01,20250527,0,20250712,0.0,0.0,3.16,46.0,0,1,0,0,,0.0
D0001640,C0051700,CH01,,R010,S09,LR14,20260702,0,20260812,0.0,0.0,5.0,41.0,0,1,0,0,,0.0
D0001641,C0012842,CH01,,R007,S05,LR11,20250512,0,20250617,0.0,0.0,2.07,36.0,0,1,0,0,,0.0
D0001642,C0012633,CH02,,R004,S04,LR01,20260327,0,20260406,0.0,0.0,0.0,10.0,0,1,0,0,,0.0
D0001643,C0042031,CH08,,R008,S01,LR05,20260504,0,20260512,0.0,0.0,0.0,8.0,0,1,0,0,,0.0
D0001644,C0055201,CH01,,R014,S04,LR01,20250424,0,20250520,0.0,0.0,4.07,26.0,0,1,0,0,,0.0
D0001645,C0052912,CH04,,R002,S02,LR14,20250605,0,20250624,0.0,0.0,0.0,19.0,0,1,0,0,,0.0
D0001646,C0044043,CH04,,R015,S01,LR07,20240715,0,20240727,0.0,0.0,0.0,12.0,0,1,0,0,,0.0
D0001647,C0038970,CH01,,R015,S05,LR14,20241213,0,20241216,0.0,0.0,2.73,3.0,0,1,0,0,,0.0
D0001648,C0029118,CH01,,R003,S07,LR14,20240729,20240817,0,1359.22,16977.62,2.52,19.0,1,0,20250114,1,5.0,1359.22
D0001649,C0021986,CH01,,R010,S02,LR02,20240502,0,20240504,0.0,0.0,3.23,2.0,0,1,0,0,,0.0
D0001650,C0030456,CH01,,R011,S04,LR01,20250403,0,20250424,0.0,0.0,3.36,21.0,0,1,0,0,,0.0
D0001651,C0016137,CH06,CMP001,R011,S01,LR04,20251024,0,20251206,0.0,0.0,0.0,43.0,0,1,0,0,,0.0
D0001652,C0041609,CH01,,R015,S02,LR04,20240126,0,20240217,0.0,0.0,2.74,22.0,0,1,0,0,,0.0
D0001653,C0045178,CH01,,R010,S01,LR04,20240321,0,20240417,0.0,0.0,3.46,27.0,0,1,0,0,,0.0
D0001654,C0009651,CH07,CMP006,R011,S04,LR01,20240607,0,20240612,0.0,0.0,0.0,5.0,0,1,0,0,,0.0
D0001655,C0018397,CH01,,R009,S08,LR14,20260209,20260502,0,293.81,4271.57,4.0,82.0,1,0,0,0,12.0,0.0
D0001656,C0021590,CH01,,R013,S01,LR07,20250424,0,20250429,0.0,0.0,2.56,5.0,0,1,0,0,,0.0
D0001657,C0053942,CH01,,R014,S01,LR08,20250129,0,20250205,0.0,0.0,3.8,7.0,0,1,0,0,,0.0
D0001658,C0019749,CH06,CMP005,R008,S04,LR01,20260804,0,20260814,0.0,0.0,0.0,10.0,0,1,0,0,,0.0
D0001659,C0047896,CH01,,R010,S02,LR04,20260203,0,20260209,0.0,0.0,2.29,6.0,0,1,0,0,,0.0
D0001660,C0044021,CH01,,R012,S09,LR07,20240429,0,20240527,0.0,0.0,3.84,28.0,0,1,0,0,,0.0
D0001661,C0015239,CH01,,R008,S02,LR02,20240905,0,20241009,0.0,0.0,4.96,34.0,0,1,0,0,,0.0
D0001662,C0005313,CH06,CMP009,R013,S02,LR05,20260617,0,20260624,0.0,0.0,0.0,7.0,0,1,0,0,,0.0
D0001663,C0054117,CH10,,R007,S01,LR03,20250115,0,20250226,0.0,0.0,4.76,42.0,0,1,0,0,,0.0
D0001664,C0049968,CH01,,R011,S09,LR02,20250911,0,20251016,0.0,0.0,2.51,35.0,0,1,0,0,,0.0
D0001665,C0016371,CH09,,R006,S07,LR14,20250908,20250911,0,1384.77,19208.98,0.0,3.0,1,0,0,0,12.0,0.0
D0001666,C0028680,CH01,,R007,S05,LR02,20251030,0,20251113,0.0,0.0,2.34,14.0,0,1,0,0,,0.0
D0001667,C0007821,CH01,,R007,S01,LR11,20240510,0,20240526,0.0,0.0,2.4,16.0,0,1,0,0,,0.0
D0001668,C0045702,CH10,,R001,S02,LR08,20261211,0,20261231,0.0,0.0,5.44,33.0,0,1,0,0,,0.0
D0001669,C0046975,CH01,,R007,S05,LR09,20250729,0,20250802,0.0,0.0,2.55,4.0,0,1,0,0,,0.0
D0001670,C0011812,CH02,,R005,S08,LR14,20250505,20250523,0,800.79,11423.91,0.0,18.0,1,0,0,0,12.0,0.0
D0001671,C0024406,CH01,,R003,S02,LR02,20241216,0,20241226,0.0,0.0,2.14,10.0,0,1,0,0,,0.0
D0001672,C0045905,CH10,,R007,S09,LR07,20241024,0,20241030,0.0,0.0,5.54,6.0,0,1,0,0,,0.0
D0001673,C0033453,CH01,,R010,S05,LR03,20241112,0,20241202,0.0,0.0,2.98,20.0,0,1,0,0,,0.0
D0001674,C0019310,CH02,,R010,S07,LR14,20250908,20251003,0,932.14,10240.23,0.0,25.0,1,0,0,0,12.0,0.0
D0001675,C0036047,CH01,,R008,S01,LR03,20240228,0,20240424,0.0,0.0,3.11,56.0,0,1,0,0,,0.0
D0001676,C0044619,CH04,,R008,S07,LR14,20260416,20260506,0,286.7,3091.36,0.0,20.0,1,0,0,0,12.0,0.0
D0001677,C0021137,CH01,,R007,S05,LR07,20261008,0,20261107,0.0,0.0,3.82,30.0,0,1,0,0,,0.0
D0001678,C0026756,CH01,,R011,S01,LR09,20260624,0,20260713,0.0,0.0,4.0,19.0,0,1,0,0,,0.0
D0001679,C0056460,CH04,,R007,S07,LR14,20240129,20240211,0,880.88,10930.45,0.0,13.0,1,0,0,0,12.0,0.0
D0001680,C0038884,CH09,,R006,S07,LR14,20240814,20240818,0,262.15,2881.07,0.0,4.0,1,0,0,0,12.0,0.0
D0001681,C0038172,CH03,,R005,S07,LR14,20240920,20240924,0,1077.85,14124.64,0.0,4.0,1,0,0,0,12.0,0.0
D0001682,C0004294,CH01,,R013,S02,LR12,20260218,0,20260220,0.0,0.0,3.19,2.0,0,1,0,0,,0.0
D0001683,C0047058,CH01,,R014,S05,LR04,20241021,0,20241205,0.0,0.0,4.95,45.0,0,1,0,0,,0.0
D0001684,C0002737,CH04,,R006,S08,LR14,20240628,20240714,0,1216.58,12339.48,0.0,16.0,1,0,20250510,1,10.0,1216.58
D0001685,C0053690,CH04,,R004,S07,LR14,20251010,20251201,0,1030.47,14121.66,0.0,52.0,1,0,0,0,12.0,0.0
D0001686,C0045209,CH08,,R007,S05,LR14,20250122,0,20250128,0.0,0.0,0.0,6.0,0,1,0,0,,0.0
D0001687,C0031746,CH03,,R006,S01,LR09,20240515,0,20240517,0.0,0.0,0.0,2.0,0,1,0,0,,0.0
D0001688,C0032663,CH01,,R003,S01,LR04,20251021,0,20251111,0.0,0.0,4.8,21.0,0,1,0,0,,0.0
D0001689,C0040046,CH01,,R007,S02,LR04,20260105,0,20260120,0.0,0.0,2.2,15.0,0,1,0,0,,0.0
D0001690,C0055025,CH02,,R002,S07,LR14,20240214,20240301,0,1313.49,13254.72,0.0,16.0,1,0,0,0,12.0,0.0
D0001691,C0038264,CH01,,R003,S07,LR14,20250821,20250913,0,779.37,9607.47,2.16,23.0,1,0,20260111,1,4.0,779.37
D0001692,C0050979,CH07,CMP002,R003,S04,LR01,20251104,0,20251116,0.0,0.0,0.0,12.0,0,1,0,0,,0.0
D0001693,C0046439,CH01,,R002,S02,LR08,20250415,0,20250419,0.0,0.0,4.93,4.0,0,1,0,0,,0.0
D0001694,C0028683,CH01,,R001,S04,LR01,20250703,0,20250721,0.0,0.0,2.13,18.0,0,1,0,0,,0.0
D0001695,C0059731,CH01,,R001,S01,LR05,20250224,0,20250315,0.0,0.0,2.81,19.0,0,1,0,0,,0.0
D0001696,C0048774,CH01,,R004,S05,LR02,20251112,0,20260107,0.0,0.0,2.09,56.0,0,1,0,0,,0.0
D0001697,C0007474,CH01,,R013,S07,LR14,20241029,20241123,0,311.98,3346.42,4.94,25.0,1,0,0,0,12.0,0.0
D0001698,C0045788,CH01,,R007,S05,LR02,20250428,0,20250514,0.0,0.0,4.39,16.0,0,1,0,0,,0.0
D0001699,C0056867,CH01,,R002,S02,LR08,20240705,0,20240828,0.0,0.0,3.59,54.0,0,1,0,0,,0.0
D0001700,C0048594,CH01,,R003,S02,LR13,20250116,0,20250206,0.0,0.0,4.59,21.0,0,1,0,0,,0.0
D0001701,C0020599,CH03,,R001,S07,LR14,20241021,20241029,0,1092.04,16330.1,0.0,8.0,1,0,20241128,1,1.0,1092.04
D0001702,C0022380,CH01,,R013,S05,LR04,20240503,0,20240521,0.0,0.0,4.14,18.0,0,1,0,0,,0.0
D0001703,C0005752,CH01,,R012,S01,LR09,20260224,0,20260320,0.0,0.0,4.63,24.0,0,1,0,0,,0.0
D0001704,C0008559,CH01,,R004,S02,LR02,20261216,0,20261224,0.0,0.0,4.99,8.0,0,1,0,0,,0.0
D0001705,C0030793,CH03,,R007,S07,LR14,20240624,20240702,0,1276.84,19560.79,0.0,8.0,1,0,0,0,12.0,0.0
D0001706,C0057375,CH07,CMP006,R011,S07,LR14,20260903,20260913,0,474.55,4867.79,0.0,10.0,1,0,0,0,12.0,0.0
D0001707,C0043856,CH01,,R005,S04,LR01,20241003,0,20241014,0.0,0.0,3.22,11.0,0,1,0,0,,0.0
D0001708,C0011539,CH01,,R011,S05,LR03,20250328,0,20250416,0.0,0.0,4.98,19.0,0,1,0,0,,0.0
D0001709,C0017731,CH01,,R009,S09,LR08,20250619,0,20250708,0.0,0.0,3.23,19.0,0,1,0,0,,0.0
D0001710,C0045362,CH01,,R015,S01,LR03,20240220,0,20240321,0.0,0.0,2.57,30.0,0,1,0,0,,0.0
D0001711,C0043839,CH03,,R001,S07,LR14,20260112,20260124,0,732.91,10579.64,0.0,12.0,1,0,0,0,12.0,0.0
D0001712,C0024045,CH06,CMP007,R002,S02,LR02,20260406,0,20260511,0.0,0.0,0.0,35.0,0,1,0,0,,0.0
D0001713,C0004419,CH01,,R006,S01,LR02,20260828,0,20261101,0.0,0.0,4.94,65.0,0,1,0,0,,0.0
D0001714,C0044476,CH02,,R004,S01,LR02,20260907,0,20260928,0.0,0.0,0.0,21.0,0,1,0,0,,0.0
D0001715,C0029754,CH06,CMP001,R009,S05,LR11,20250519,0,20250604,0.0,0.0,0.0,16.0,0,1,0,0,,0.0
D0001716,C0030186,CH01,,R006,S02,LR06,20240124,0,20240130,0.0,0.0,4.84,6.0,0,1,0,0,,0.0
D0001717,C0034919,CH07,CMP002,R011,S07,LR14,20240322,20240415,0,1273.46,16329.97,0.0,24.0,1,0,20240813,1,4.0,1273.46
D0001718,C0018524,CH01,,R006,S02,LR14,20260430,0,20260516,0.0,0.0,2.5,16.0,0,1,0,0,,0.0
D0001719,C0042331,CH01,,R014,S05,LR06,20250715,0,20250728,0.0,0.0,2.67,13.0,0,1,0,0,,0.0
D0001720,C0036599,CH01,,R005,S04,LR01,20250723,0,20250828,0.0,0.0,2.08,36.0,0,1,0,0,,0.0
D0001721,C0040112,CH03,,R009,S05,LR02,20260430,0,20260503,0.0,0.0,0.0,3.0,0,1,0,0,,0.0
D0001722,C0012784,CH06,CMP009,R012,S02,LR04,20250924,0,20251029,0.0,0.0,0.0,35.0,0,1,0,0,,0.0
D0001723,C0032415,CH01,,R007,S01,LR04,20261127,0,20261231,0.0,0.0,4.96,67.0,0,1,0,0,,0.0
D0001724,C0052452,CH01,,R015,S01,LR02,20250702,0,20250721,0.0,0.0,4.16,19.0,0,1,0,0,,0.0
D0001725,C0003080,CH01,,R008,S09,LR13,20240325,0,20240331,0.0,0.0,3.23,6.0,0,1,0,0,,0.0
D0001726,C0025637,CH01,,R010,S01,LR03,20240112,0,20240119,0.0,0.0,2.48,7.0,0,1,0,0,,0.0
D0001727,C0020172,CH01,,R001,S04,LR01,20240124,0,20240328,0.0,0.0,4.62,64.0,0,1,0,0,,0.0
D0001728,C0021191,CH05,,R011,S01,LR05,20261111,0,20261121,0.0,0.0,0.0,10.0,0,1,0,0,,0.0
D0001729,C0021009,CH01,,R014,S01,LR12,20241107,0,20241217,0.0,0.0,2.9,40.0,0,1,0,0,,0.0
D0001730,C0036230,CH01,,R012,S05,LR08,20260216,0,20260323,0.0,0.0,2.51,35.0,0,1,0,0,,0.0
D0001731,C0033836,CH06,CMP009,R009,S05,LR11,20241002,0,20241011,0.0,0.0,0.0,9.0,0,1,0,0,,0.0
D0001732,C0036839,CH02,,R003,S07,LR14,20240705,20240722,0,1283.07,20040.02,0.0,17.0,1,0,0,0,12.0,0.0
D0001733,C0054323,CH02,,R005,S04,LR01,20250325,0,20250414,0.0,0.0,0.0,20.0,0,1,0,0,,0.0
D0001734,C0000421,CH01,,R007,S02,LR04,20250306,0,20250505,0.0,0.0,3.83,60.0,0,1,0,0,,0.0
D0001735,C0040466,CH05,,R006,S02,LR04,20240809,0,20240912,0.0,0.0,0.0,34.0,0,1,0,0,,0.0
D0001736,C0031503,CH10,,R012,S04,LR01,20260327,0,20260413,0.0,0.0,6.31,17.0,0,1,0,0,,0.0
D0001737,C0057382,CH01,,R008,S04,LR01,20240924,0,20241006,0.0,0.0,2.64,12.0,0,1,0,0,,0.0
D0001738,C0022321,CH03,,R003,S07,LR14,20261027,20261106,0,183.34,2139.82,0.0,10.0,1,0,0,0,12.0,0.0
D0001739,C0047105,CH01,,R007,S01,LR05,20251105,0,20251119,0.0,0.0,3.67,14.0,0,1,0,0,,0.0
D0001740,C0020937,CH01,,R012,S01,LR04,20240522,0,20240810,0.0,0.0,3.89,80.0,0,1,0,0,,0.0
D0001741,C0052309,CH01,,R003,S04,LR01,20250813,0,20251007,0.0,0.0,3.73,55.0,0,1,0,0,,0.0
D0001742,C0007584,CH01,,R004,S01,LR04,20240308,0,20240326,0.0,0.0,4.0,18.0,0,1,0,0,,0.0
D0001743,C0036301,CH09,,R010,S07,LR14,20250708,20250715,0,993.23,15570.24,0.0,7.0,1,0,0,0,12.0,0.0
D0001744,C0021596,CH01,,R005,S01,LR02,20260512,0,20260610,0.0,0.0,3.13,29.0,0,1,0,0,,0.0
D0001745,C0031480,CH01,,R005,S07,LR14,20240118,20240214,0,1303.52,15815.91,2.21,27.0,1,0,0,0,12.0,0.0
D0001746,C0056099,CH04,,R010,S07,LR14,20260826,20260923,0,367.13,4976.75,0.0,28.0,1,0,0,0,12.0,0.0
D0001747,C0027849,CH01,,R014,S02,LR13,20260804,0,20260827,0.0,0.0,4.98,23.0,0,1,0,0,,0.0
D0001748,C0018917,CH09,,R013,S07,LR14,20240216,20240225,0,466.29,5377.61,0.0,9.0,1,0,0,0,12.0,0.0
D0001749,C0057625,CH02,,R011,S08,LR14,20240125,20240223,0,772.21,8157.05,0.0,29.0,1,0,20240324,1,1.0,772.21
D0001750,C0045990,CH01,,R004,S04,LR01,20250722,0,20250806,0.0,0.0,4.62,15.0,0,1,0,0,,0.0
D0001751,C0058791,CH01,,R004,S02,LR04,20260511,0,20260526,0.0,0.0,4.24,15.0,0,1,0,0,,0.0
D0001752,C0009948,CH03,,R008,S07,LR14,20240409,20240421,0,656.23,9557.04,0.0,12.0,1,0,0,0,12.0,0.0
D0001753,C0055076,CH01,,R012,S01,LR09,20261222,0,20261231,0.0,0.0,2.53,32.0,0,1,0,0,,0.0
D0001754,C0016763,CH01,,R014,S07,LR14,20260319,20260404,0,207.68,2508.48,2.62,16.0,1,0,20261231,1,10.0,207.68
D0001755,C0024456,CH01,,R004,S07,LR14,20241212,20241223,0,722.71,10344.57,3.26,11.0,1,0,0,0,12.0,0.0
D0001756,C0000015,CH01,,R006,S02,LR07,20260909,0,20261003,0.0,0.0,3.24,24.0,0,1,0,0,,0.0
D0001757,C0044265,CH01,,R012,S01,LR02,20260128,0,20260208,0.0,0.0,3.59,11.0,0,1,0,0,,0.0
D0001758,C0029511,CH01,,R015,S01,LR02,20250704,0,20250707,0.0,0.0,4.76,3.0,0,1,0,0,,0.0
D0001759,C0040330,CH10,,R002,S07,LR14,20261023,20261231,0,808.72,11290.98,3.24,90.0,1,0,0,0,12.0,0.0
D0001760,C0043266,CH01,,R010,S02,LR08,20250325,0,20250519,0.0,0.0,4.24,55.0,0,1,0,0,,0.0
D0001761,C0011960,CH03,,R007,S07,LR14,20251128,20251204,0,548.58,6673.74,0.0,6.0,1,0,0,0,12.0,0.0
D0001762,C0049710,CH01,,R015,S05,LR02,20250619,0,20250710,0.0,0.0,4.24,21.0,0,1,0,0,,0.0
D0001763,C0020908,CH01,,R008,S04,LR01,20251223,0,20260112,0.0,0.0,4.86,20.0,0,1,0,0,,0.0
D0001764,C0003267,CH01,,R008,S01,LR02,20250827,0,20250902,0.0,0.0,2.81,6.0,0,1,0,0,,0.0
D0001765,C0050454,CH01,,R003,S01,LR04,20260116,0,20260202,0.0,0.0,3.72,17.0,0,1,0,0,,0.0
D0001766,C0051642,CH04,,R008,S09,LR02,20240606,0,20240614,0.0,0.0,0.0,8.0,0,1,0,0,,0.0
D0001767,C0012771,CH01,,R014,S01,LR05,20240131,0,20240215,0.0,0.0,4.78,15.0,0,1,0,0,,0.0
D0001768,C0032446,CH08,,R005,S07,LR14,20250107,20250118,0,434.71,5095.18,0.0,11.0,1,0,0,0,12.0,0.0
D0001769,C0036051,CH01,,R013,S04,LR01,20240105,0,20240220,0.0,0.0,4.32,46.0,0,1,0,0,,0.0
D0001770,C0037225,CH01,,R001,S07,LR14,20250912,20251006,0,923.76,11562.01,3.51,24.0,1,0,0,0,12.0,0.0
D0001771,C0059350,CH01,,R002,S04,LR01,20260617,0,20260713,0.0,0.0,4.33,26.0,0,1,0,0,,0.0
D0001772,C0028086,CH01,,R015,S07,LR14,20250820,20250905,0,1020.92,14593.87,2.2,16.0,1,0,0,0,12.0,0.0
D0001773,C0021320,CH01,,R013,S02,LR05,20240213,0,20240226,0.0,0.0,3.08,13.0,0,1,0,0,,0.0
D0001774,C0030591,CH01,,R006,S04,LR01,20241105,0,20241115,0.0,0.0,4.37,10.0,0,1,0,0,,0.0
D0001775,C0053990,CH10,,R012,S01,LR02,20250313,0,20250611,0.0,0.0,3.52,90.0,0,1,0,0,,0.0
D0001776,C0041637,CH04,,R011,S07,LR14,20261202,20261217,0,357.51,3649.26,0.0,15.0,1,0,0,0,12.0,0.0
D0001777,C0022104,CH09,,R007,S08,LR14,20261012,20261015,0,750.99,10559.46,0.0,3.0,1,0,0,0,12.0,0.0
D0001778,C0051148,CH01,,R003,S02,LR13,20260722,0,20260801,0.0,0.0,3.71,10.0,0,1,0,0,,0.0
D0001779,C0044306,CH04,,R006,S08,LR14,20260305,20260319,0,1245.13,19760.96,0.0,14.0,1,0,20260915,1,6.0,1245.13
D0001780,C0057102,CH01,,R009,S01,LR02,20250226,0,20250319,0.0,0.0,3.02,21.0,0,1,0,0,,0.0
D0001781,C0031210,CH01,,R008,S07,LR14,20240725,20240805,0,458.6,5212.1,4.52,11.0,1,0,0,0,12.0,0.0
D0001782,C0035888,CH01,,R007,S04,LR01,20240814,0,20240926,0.0,0.0,3.75,43.0,0,1,0,0,,0.0
D0001783,C0032855,CH06,CMP001,R014,S05,LR05,20250425,0,20250605,0.0,0.0,0.0,41.0,0,1,0,0,,0.0
D0001784,C0053129,CH01,,R006,S02,LR08,20261005,0,20261011,0.0,0.0,3.3,6.0,0,1,0,0,,0.0
D0001785,C0001613,CH01,,R015,S01,LR06,20250225,0,20250304,0.0,0.0,4.21,7.0,0,1,0,0,,0.0
D0001786,C0037534,CH01,,R003,S02,LR08,20260604,0,20260623,0.0,0.0,2.43,19.0,0,1,0,0,,0.0
D0001787,C0016510,CH07,CMP010,R010,S01,LR04,20260225,0,20260301,0.0,0.0,0.0,4.0,0,1,0,0,,0.0
