meeting_key,deal_key,company_key,channel_key,rep_key,meeting_date_key,meeting_status,no_show_flag,days_from_first_touch,days_to_close
M0002082,D0002082,C0053075,CH05,R006,20260304,Held,0,2.0,2.0
M0002083,D0002083,C0056539,CH01,R009,20240112,Held,0,1.0,4.0
M0002084,D0002084,C0059635,CH10,R008,20250802,Held,0,3.0,3.0
M0002085,D0002085,C0047308,CH03,R009,20260829,Held,0,2.0,3.0
M0002086,D0002086,C0008221,CH10,R012,20261229,Cancelled,1,1.0,
M0002087,D0002087,C0013478,CH01,R009,20261107,Held,0,1.0,24.0
M0002088,D0002088,C0009175,CH01,R008,20240122,Cancelled,1,3.0,
M0002089,D0002089,C0050956,CH01,R006,20261224,Held,0,3.0,3.0
M0002090,D0002090,C0028004,CH01,R004,20260930,Held,0,2.0,4.0
M0002091,D0002091,C0000717,CH05,R012,20260718,Held,0,1.0,2.0
M0002092,D0002092,C0034482,CH05,R008,20250331,Held,0,3.0,19.0
M0002093,D0002093,C0037420,CH01,R007,20260425,Held,0,2.0,4.0
M0002094,D0002094,C0002600,CH05,R001,20240830,Held,0,0.0,38.0
M0002095,D0002095,C0028147,CH01,R012,20250730,Cancelled,1,2.0,
M0002096,D0002096,C0025450,CH01,R013,20250629,Cancelled,1,2.0,
M0002097,D0002097,C0017431,CH01,R013,20250521,Held,0,1.0,2.0
M0002098,D0002098,C0013176,CH02,R011,20250126,Held,0,2.0,1.0
M0002099,D0002099,C0017185,CH01,R011,20241108,Held,0,2.0,9.0
M0002100,D0002100,C0054942,CH02,R005,20241023,Held,0,1.0,6.0
M0002101,D0002101,C0014375,CH01,R006,20240905,Held,0,3.0,16.0
M0002102,D0002102,C0034540,CH01,R012,20260115,Held,0,1.0,8.0
M0002103,D0002103,C0029147,CH01,R013,20250520,Cancelled,1,0.0,
M0002104,D0002104,C0032280,CH01,R012,20250517,Cancelled,1,3.0,
M0002105,D0002105,C0015878,CH01,R006,20250501,Held,0,0.0,12.0
M0002106,D0002106,C0036985,CH01,R008,20260630,Held,0,1.0,28.0
M0002107,D0002107,C0005452,CH01,R013,20250919,Held,0,1.0,19.0
M0002108,D0002108,C0004080,CH01,R015,20250505,Held,0,0.0,1.0
M0002109,D0002109,C0032618,CH10,R006,20240125,Held,0,2.0,1.0
M0002110,D0002110,C0023430,CH08,R009,20260515,Held,0,3.0,6.0
M0002111,D0002111,C0024057,CH01,R007,20260101,Held,0,2.0,12.0
M0002112,D0002112,C0056024,CH05,R006,20261005,Held,0,3.0,1.0
M0002113,D0002113,C0041023,CH01,R011,20260517,Cancelled,1,2.0,
M0002114,D0002114,C0026260,CH04,R014,20240202,Held,0,2.0,5.0
M0002115,D0002115,C0040931,CH01,R001,20260410,Cancelled,1,3.0,
M0002116,D0002116,C0030749,CH03,R014,20240822,Held,0,0.0,13.0
M0002117,D0002117,C0005947,CH01,R002,20240404,Held,0,0.0,4.0
M0002118,D0002118,C0026506,CH01,R013,20260403,Held,0,0.0,16.0
M0002119,D0002119,C0055961,CH01,R012,20250303,Cancelled,1,3.0,
M0002120,D0002120,C0032779,CH01,R009,20240328,Held,0,0.0,11.0
M0002121,D0002121,C0049214,CH06,R002,20250827,Held,0,0.0,28.0
M0002122,D0002122,C0014404,CH01,R014,20240326,Held,0,0.0,16.0
M0002123,D0002123,C0009933,CH01,R011,20250316,Held,0,2.0,15.0
M0002124,D0002124,C0007377,CH04,R004,20250305,Held,0,1.0,4.0
M0002125,D0002125,C0002716,CH02,R002,20260219,Held,0,1.0,2.0
M0002126,D0002126,C0033982,CH02,R012,20240519,Held,0,3.0,10.0
M0002127,D0002127,C0014250,CH02,R015,20250528,Held,0,2.0,7.0
M0002128,D0002128,C0053182,CH01,R005,20251101,Held,0,2.0,15.0
M0002129,D0002129,C0033404,CH01,R012,20260821,Held,0,3.0,4.0
M0002130,D0002130,C0058618,CH01,R005,20250407,Held,0,3.0,9.0
M0002131,D0002131,C0044456,CH06,R006,20250611,Held,0,2.0,7.0
M0002132,D0002132,C0051219,CH01,R010,20240307,Held,0,3.0,12.0
M0002133,D0002133,C0019630,CH02,R001,20250811,Held,0,3.0,3.0
M0002134,D0002134,C0045355,CH01,R012,20241104,Cancelled,1,3.0,
M0002135,D0002135,C0056125,CH09,R014,20251017,Held,0,3.0,1.0
M0002136,D0002136,C0006924,CH01,R008,20240417,Cancelled,1,2.0,
M0002137,D0002137,C0009336,CH01,R014,20250328,Held,0,2.0,3.0
M0002138,D0002138,C0000193,CH05,R010,20240806,Held,0,0.0,17.0
M0002139,D0002139,C0059713,CH01,R004,20260213,Held,0,0.0,19.0
M0002140,D0002140,C0037571,CH01,R002,20251128,Held,0,2.0,14.0
M0002141,D0002141,C0042966,CH01,R007,20260321,Cancelled,1,3.0,
M0002142,D0002142,C0034171,CH06,R009,20260916,Held,0,0.0,18.0
M0002143,D0002143,C0012022,CH06,R004,20241217,Held,0,0.0,35.0
M0002144,D0002144,C0025738,CH01,R013,20240306,Held,0,0.0,8.0
M0002145,D0002145,C0048267,CH05,R008,20251205,Held,0,1.0,18.0
M0002146,D0002146,C0025121,CH01,R007,20250429,Held,0,0.0,35.0
M0002147,D0002147,C0044049,CH01,R011,20240912,Held,0,1.0,14.0
M0002148,D0002148,C0019670,CH01,R005,20240219,Held,0,0.0,12.0
M0002149,D0002149,C0006080,CH01,R009,20251017,Held,0,0.0,24.0
M0002150,D0002150,C0045165,CH06,R002,20260606,Held,0,3.0,31.0
M0002151,D0002151,C0041289,CH01,R006,20250902,Cancelled,1,0.0,
M0002152,D0002152,C0013099,CH01,R005,20260708,Held,0,0.0,6.0
M0002153,D0002153,C0047596,CH02,R011,20240809,Held,0,1.0,3.0
M0002154,D0002154,C0043577,CH03,R006,20250729,Held,0,0.0,4.0
M0002155,D0002155,C0042087,CH01,R007,20241025,Held,0,2.0,6.0
M0002156,D0002156,C0031266,CH01,R005,20260926,Held,0,1.0,13.0
M0002157,D0002157,C0044612,CH01,R002,20260914,Cancelled,1,0.0,
M0002158,D0002158,C0019308,CH01,R004,20260715,Held,0,1.0,13.0
M0002159,D0002159,C0043219,CH01,R014,20251218,Held,0,0.0,20.0
M0002160,D0002160,C0033117,CH01,R007,20250120,Held,0,3.0,6.0
M0002161,D0002161,C0024303,CH01,R011,20250715,Held,0,1.0,6.0
M0002162,D0002162,C0035806,CH01,R012,20241209,Held,0,0.0,26.0
M0002163,D0002163,C0003259,CH01,R013,20260220,Held,0,1.0,4.0
M0002164,D0002164,C0040599,CH01,R015,20250713,Held,0,3.0,22.0
M0002165,D0002165,C0051831,CH04,R014,20260329,Held,0,3.0,21.0
M0002166,D0002166,C0058561,CH01,R001,20240105,Held,0,3.0,12.0
M0002167,D0002167,C0046620,CH01,R008,20240820,Held,0,0.0,3.0
M0002168,D0002168,C0017173,CH01,R011,20241129,Held,0,1.0,15.0
M0002169,D0002169,C0054656,CH01,R008,20240928,Held,0,2.0,4.0
M0002170,D0002170,C0040346,CH03,R008,20250213,Held,0,1.0,8.0
M0002171,D0002171,C0002413,CH01,R015,20240412,Held,0,1.0,14.0
M0002172,D0002172,C0004343,CH01,R015,20250730,Held,0,2.0,10.0
M0002173,D0002173,C0045684,CH05,R011,20260411,Held,0,1.0,4.0
M0002174,D0002174,C0014360,CH01,R011,20260301,Held,0,2.0,13.0
M0002175,D0002175,C0018214,CH01,R007,20250612,Held,0,1.0,3.0
M0002176,D0002176,C0052480,CH01,R006,20260311,Held,0,2.0,20.0
M0002177,D0002177,C0021670,CH01,R009,20240621,Cancelled,1,2.0,
M0002178,D0002178,C0030879,CH01,R013,20261114,Held,0,1.0,4.0
M0002179,D0002179,C0003973,CH09,R006,20261029,Held,0,0.0,8.0
M0002180,D0002180,C0055549,CH01,R002,20261105,Held,0,3.0,30.0
M0002181,D0002181,C0059655,CH01,R005,20250517,Cancelled,1,3.0,
M0002182,D0002182,C0000731,CH01,R014,20241030,Cancelled,1,0.0,
M0002183,D0002183,C0042126,CH01,R009,20260216,Held,0,0.0,16.0
M0002184,D0002184,C0022443,CH01,R010,20240104,Held,0,0.0,9.0
M0002185,D0002185,C0013861,CH01,R001,20261015,Held,0,0.0,1.0
M0002186,D0002186,C0056451,CH04,R006,20241119,Held,0,0.0,7.0
M0002187,D0002187,C0059816,CH02,R001,20240104,Held,0,0.0,2.0
M0002188,D0002188,C0039960,CH01,R010,20260415,Held,0,1.0,7.0
M0002189,D0002189,C0034429,CH01,R013,20260107,Held,0,0.0,19.0
M0002190,D0002190,C0008514,CH10,R007,20241012,Cancelled,1,1.0,
M0002191,D0002191,C0036987,CH01,R013,20250906,Held,0,2.0,11.0
M0002192,D0002192,C0020743,CH02,R009,20241227,Held,0,1.0,4.0
M0002193,D0002193,C0050596,CH01,R013,20250105,Held,0,2.0,3.0
M0002194,D0002194,C0008797,CH01,R002,20250125,Held,0,1.0,1.0
M0002195,D0002195,C0058881,CH04,R013,20240731,Cancelled,1,0.0,
M0002196,D0002196,C0004395,CH01,R005,20250718,Held,0,3.0,18.0
M0002197,D0002197,C0023287,CH02,R010,20250328,Held,0,0.0,2.0
M0002198,D0002198,C0001292,CH10,R012,20260909,Held,0,1.0,4.0
M0002199,D0002199,C0004096,CH03,R009,20250619,Held,0,0.0,5.0
M0002200,D0002200,C0011940,CH01,R010,20251201,Cancelled,1,3.0,
M0002201,D0002201,C0058979,CH01,R007,20250320,Held,0,2.0,1.0
M0002202,D0002202,C0059467,CH01,R005,20240705,Held,0,0.0,29.0
M0002203,D0002203,C0015820,CH01,R005,20250314,Held,0,0.0,4.0
M0002204,D0002204,C0030127,CH05,R006,20240416,Held,0,1.0,33.0
M0002205,D0002205,C0047453,CH02,R002,20260418,Held,0,2.0,0.0
M0002206,D0002206,C0023755,CH02,R009,20250228,Held,0,0.0,6.0
M0002207,D0002207,C0016744,CH01,R014,20261119,Held,0,1.0,12.0
M0002208,D0002208,C0014360,CH01,R012,20240818,Held,0,3.0,18.0
M0002209,D0002209,C0009036,CH03,R014,20260122,Held,0,3.0,4.0
M0002210,D0002210,C0038420,CH01,R011,20260402,Held,0,1.0,5.0
M0002211,D0002211,C0009389,CH01,R007,20260207,Cancelled,1,1.0,
M0002212,D0002212,C0009189,CH01,R005,20251128,Cancelled,1,1.0,
M0002213,D0002213,C0047873,CH01,R006,20250519,Held,0,0.0,10.0
M0002214,D0002214,C0030758,CH01,R015,20240531,Cancelled,1,3.0,
M0002215,D0002215,C0059672,CH01,R011,20240713,Held,0,2.0,31.0
M0002216,D0002216,C0028876,CH03,R010,20260626,Held,0,2.0,6.0
M0002217,D0002217,C0029309,CH04,R014,20261227,Held,0,3.0,9.0
M0002218,D0002218,C0037933,CH01,R002,20240118,Held,0,1.0,9.0
M0002219,D0002219,C0000137,CH01,R009,20251005,Held,0,2.0,2.0
M0002220,D0002220,C0020799,CH10,R007,20260101,Cancelled,1,1.0,
M0002221,D0002221,C0051612,CH01,R002,20250303,Held,0,3.0,14.0
M0002222,D0002222,C0052072,CH05,R012,20250708,Held,0,0.0,32.0
M0002223,D0002223,C0023191,CH01,R007,20261224,Held,0,0.0,8.0
M0002224,D0002224,C0035957,CH10,R002,20260403,Held,0,0.0,23.0
M0002225,D0002225,C0021527,CH04,R009,20250730,Held,0,1.0,6.0
M0002226,D0002226,C0052388,CH01,R010,20260211,Held,0,2.0,19.0
M0002227,D0002227,C0016618,CH08,R014,20250203,Held,0,3.0,1.0
M0002228,D0002228,C0027317,CH01,R014,20251016,Held,0,3.0,3.0
M0002229,D0002229,C0016703,CH01,R003,20260218,Cancelled,1,1.0,
M0002230,D0002230,C0053365,CH01,R005,20251107,Held,0,2.0,1.0
M0002231,D0002231,C0003914,CH01,R015,20251224,Held,0,2.0,4.0
M0002232,D0002232,C0001941,CH06,R008,20260305,Held,0,3.0,2.0
M0002233,D0002233,C0008708,CH07,R007,20260527,Held,0,1.0,14.0
M0002234,D0002234,C0029048,CH01,R012,20250606,Cancelled,1,3.0,
M0002235,D0002235,C0012780,CH01,R007,20251019,Held,0,3.0,11.0
M0002236,D0002236,C0030001,CH01,R008,20260823,Held,0,3.0,14.0
M0002237,D0002237,C0019403,CH01,R003,20260102,Cancelled,1,2.0,
M0002238,D0002238,C0013462,CH09,R012,20240410,Held,0,2.0,3.0
M0002239,D0002239,C0004518,CH03,R010,20260502,Held,0,3.0,3.0
M0002240,D0002240,C0022963,CH01,R004,20260306,Held,0,1.0,22.0
M0002241,D0002241,C0058794,CH01,R015,20250326,Held,0,0.0,4.0
M0002242,D0002242,C0010870,CH01,R014,20250124,Held,0,3.0,8.0
M0002243,D0002243,C0029445,CH02,R007,20240320,Held,0,2.0,1.0
M0002244,D0002244,C0007459,CH01,R015,20250825,Held,0,0.0,36.0
M0002245,D0002245,C0007094,CH01,R001,20240111,Held,0,1.0,5.0
M0002246,D0002246,C0033600,CH01,R005,20250311,Held,0,1.0,13.0
M0002247,D0002247,C0005002,CH06,R009,20250916,Held,0,1.0,18.0
M0002248,D0002248,C0003118,CH01,R014,20240831,Held,0,1.0,7.0
M0002249,D0002249,C0028680,CH07,R015,20250711,Held,0,3.0,3.0
M0002250,D0002250,C0006414,CH01,R008,20260110,Held,0,2.0,16.0
M0002251,D0002251,C0009425,CH01,R011,20251214,Held,0,2.0,46.0
M0002252,D0002252,C0043188,CH05,R011,20251029,Held,0,1.0,7.0
M0002253,D0002253,C0059282,CH04,R001,20250707,Held,0,0.0,1.0
M0002254,D0002254,C0035860,CH01,R011,20260115,Held,0,3.0,17.0
M0002255,D0002255,C0024992,CH01,R013,20250926,Held,0,1.0,9.0
M0002256,D0002256,C0017912,CH01,R015,20251121,Held,0,1.0,1.0
M0002257,D0002257,C0031349,CH03,R003,20250923,Held,0,1.0,1.0
M0002258,D0002258,C0040858,CH08,R013,20260403,Held,0,1.0,2.0
M0002259,D0002259,C0034187,CH01,R006,20260320,Held,0,1.0,12.0
M0002260,D0002260,C0030786,CH02,R010,20240311,Held,0,0.0,4.0
M0002261,D0002261,C0053265,CH01,R001,20251227,Held,0,1.0,14.0
M0002262,D0002262,C0035827,CH10,R001,20241116,Held,0,1.0,5.0
M0002263,D0002263,C0050006,CH01,R015,20260908,Cancelled,1,0.0,
M0002264,D0002264,C0041442,CH01,R001,20261112,Held,0,0.0,28.0
M0002265,D0002265,C0053639,CH01,R014,20240802,Held,0,2.0,5.0
M0002266,D0002266,C0011134,CH01,R010,20260915,Held,0,1.0,10.0
M0002267,D0002267,C0040762,CH09,R003,20250318,Held,0,0.0,3.0
M0002268,D0002268,C0014338,CH01,R009,20260721,Held,0,0.0,35.0
M0002269,D0002269,C0047283,CH01,R003,20241115,Held,0,2.0,14.0
M0002270,D0002270,C0027140,CH02,R001,20250113,Held,0,3.0,6.0
M0002271,D0002271,C0002301,CH01,R015,20250816,Held,0,1.0,3.0
M0002272,D0002272,C0010360,CH04,R012,20240830,Held,0,1.0,2.0
M0002273,D0002273,C0014416,CH09,R014,20260704,Held,0,2.0,4.0
M0002274,D0002274,C0015751,CH01,R002,20240411,Held,0,3.0,10.0
M0002275,D0002275,C0018089,CH01,R015,20260622,Held,0,3.0,29.0
M0002276,D0002276,C0020815,CH01,R015,20240318,Held,0,3.0,18.0
M0002277,D0002277,C0023588,CH01,R014,20250711,Cancelled,1,2.0,
M0002278,D0002278,C0019692,CH02,R013,20240418,Held,0,0.0,6.0
M0002279,D0002279,C0052255,CH01,R005,20250405,Held,0,2.0,3.0
M0002280,D0002280,C0027975,CH01,R011,20240310,Held,0,3.0,14.0
M0002281,D0002281,C0053680,CH01,R008,20260819,Held,0,0.0,15.0
M0002282,D0002282,C0053281,CH02,R010,20260331,Held,0,0.0,18.0
M0002283,D0002283,C0041767,CH01,R001,20261024,Held,0,1.0,1.0
M0002284,D0002284,C0054594,CH01,R001,20250415,Held,0,0.0,18.0
M0002285,D0002285,C0046585,CH03,R003,20250717,Held,0,2.0,1.0
M0002286,D0002286,C0041407,CH01,R004,20241109,Held,0,3.0,4.0
M0002287,D0002287,C0056076,CH01,R001,20241204,Held,0,2.0,12.0
M0002288,D0002288,C0048761,CH01,R012,20250516,Held,0,0.0,41.0
M0002289,D0002289,C0032580,CH05,R006,20250918,Held,0,1.0,10.0
M0002290,D0002290,C0048967,CH01,R010,20250830,Held,0,3.0,21.0
M0002291,D0002291,C0058823,CH02,R015,20250122,Held,0,0.0,8.0
M0002292,D0002292,C0027967,CH07,R011,20250408,Cancelled,1,0.0,
M0002293,D0002293,C0058214,CH01,R014,20250620,Held,0,2.0,20.0
M0002294,D0002294,C0007730,CH10,R001,20260421,Held,0,1.0,5.0
M0002295,D0002295,C0028116,CH01,R007,20241214,Held,0,1.0,13.0
M0002296,D0002296,C0003661,CH01,R003,20250912,Held,0,0.0,1.0
M0002297,D0002297,C0024273,CH01,R001,20240411,Held,0,2.0,25.0
M0002298,D0002298,C0016925,CH01,R013,20260205,Held,0,1.0,10.0
M0002299,D0002299,C0055142,CH01,R008,20240803,Cancelled,1,3.0,
M0002300,D0002300,C0047354,CH02,R002,20250828,Held,0,3.0,4.0
M0002301,D0002301,C0017584,CH01,R002,20250127,Held,0,0.0,12.0
M0002302,D0002302,C0031046,CH06,R011,20260625,Held,0,2.0,21.0
M0002303,D0002303,C0019780,CH01,R006,20250328,Held,0,3.0,8.0
M0002304,D0002304,C0054968,CH01,R002,20260423,Held,0,2.0,24.0
M0002305,D0002305,C0045067,CH01,R013,20240718,Held,0,3.0,13.0
M0002306,D0002306,C0042178,CH01,R011,20240301,Held,0,1.0,4.0
M0002307,D0002307,C0018160,CH01,R013,20250924,Held,0,0.0,7.0
M0002308,D0002308,C0039004,CH01,R001,20250214,Held,0,1.0,5.0
M0002309,D0002309,C0042051,CH06,R003,20250918,Held,0,0.0,9.0
M0002310,D0002310,C0008503,CH04,R015,20250102,Held,0,1.0,25.0
M0002311,D0002311,C0053414,CH02,R004,20260515,Held,0,0.0,3.0
M0002312,D0002312,C0020595,CH01,R010,20251101,Held,0,3.0,6.0
M0002313,D0002313,C0041534,CH01,R010,20240925,Held,0,0.0,7.0
M0002314,D0002314,C0005375,CH08,R008,20240130,Held,0,1.0,0.0
M0002315,D0002315,C0039078,CH01,R002,20260412,Held,0,2.0,13.0
M0002316,D0002316,C0019596,CH01,R011,20250213,Held,0,2.0,14.0
M0002317,D0002317,C0057095,CH07,R012,20251005,Held,0,3.0,3.0
M0002318,D0002318,C0025580,CH01,R002,20250310,Held,0,3.0,20.0
M0002319,D0002319,C0020808,CH01,R012,20250609,Held,0,3.0,4.0
M0002320,D0002320,C0056851,CH06,R010,20260827,Cancelled,1,1.0,
M0002321,D0002321,C0037864,CH06,R008,20241227,Cancelled,1,2.0,
M0002322,D0002322,C0030569,CH01,R006,20240809,Held,0,0.0,11.0
M0002323,D0002323,C0046824,CH01,R013,20260123,Held,0,3.0,5.0
M0002324,D0002324,C0046743,CH01,R004,20261224,Held,0,1.0,18.0
M0002325,D0002325,C0043028,CH01,R007,20240410,Cancelled,1,2.0,
M0002326,D0002326,C0042560,CH05,R011,20260202,Held,0,3.0,6.0
M0002327,D0002327,C0019659,CH01,R010,20240207,Cancelled,1,1.0,
M0002328,D0002328,C0059498,CH07,R009,20251118,Held,0,1.0,10.0
M0002329,D0002329,C0032472,CH01,R003,20261013,Cancelled,1,1.0,
M0002330,D0002330,C0037721,CH01,R007,20250502,Held,0,1.0,2.0
M0002331,D0002331,C0015540,CH06,R008,20261219,Held,0,1.0,3.0
M0002332,D0002332,C0029813,CH03,R011,20250424,Held,0,2.0,9.0
M0002333,D0002333,C0048901,CH06,R009,20250628,Cancelled,1,3.0,
M0002334,D0002334,C0016096,CH01,R015,20251215,Held,0,3.0,4.0
M0002335,D0002335,C0048770,CH01,R011,20250220,Held,0,1.0,6.0
M0002336,D0002336,C0002278,CH04,R015,20240205,Held,0,0.0,3.0
M0002337,D0002337,C0035730,CH01,R008,20240221,Cancelled,1,0.0,
M0002338,D0002338,C0055419,CH02,R014,20240905,Held,0,0.0,8.0
M0002339,D0002339,C0008699,CH01,R011,20240305,Held,0,0.0,39.0
M0002340,D0002340,C0052204,CH01,R012,20261001,Held,0,3.0,25.0
M0002341,D0002341,C0000688,CH01,R006,20240130,Held,0,0.0,8.0
M0002342,D0002342,C0004400,CH01,R006,20250128,Held,0,0.0,32.0
M0002343,D0002343,C0017266,CH01,R007,20261229,Held,0,1.0,3.0
M0002344,D0002344,C0029425,CH01,R013,20260329,Held,0,2.0,16.0
M0002345,D0002345,C0051002,CH05,R015,20261213,Cancelled,1,2.0,
M0002346,D0002346,C0015891,CH03,R003,20251015,Held,0,1.0,7.0
M0002347,D0002347,C0048235,CH02,R005,20261210,Held,0,1.0,14.0
M0002348,D0002348,C0031746,CH01,R005,20240515,Held,0,1.0,12.0
M0002349,D0002349,C0054563,CH03,R008,20250411,Held,0,1.0,4.0
M0002350,D0002350,C0011805,CH01,R002,20261113,Held,0,3.0,8.0
M0002351,D0002351,C0059830,CH01,R010,20260622,Held,0,0.0,11.0
M0002352,D0002352,C0059160,CH01,R005,20250515,Held,0,3.0,18.0
M0002353,D0002353,C0041313,CH01,R006,20250930,Held,0,1.0,16.0
M0002354,D0002354,C0049816,CH01,R002,20250814,Held,0,3.0,7.0
M0002355,D0002355,C0058076,CH06,R009,20260101,Held,0,2.0,18.0
M0002356,D0002356,C0006249,CH08,R014,20260711,Held,0,3.0,6.0
M0002357,D0002357,C0018278,CH01,R015,20240524,Held,0,0.0,4.0
M0002358,D0002358,C0054937,CH02,R002,20251003,Held,0,0.0,3.0
M0002359,D0002359,C0019406,CH01,R003,20250724,Held,0,1.0,5.0
M0002360,D0002360,C0010137,CH01,R002,20240207,Cancelled,1,1.0,
M0002361,D0002361,C0044760,CH05,R009,20260409,Held,0,3.0,6.0
M0002362,D0002362,C0018182,CH01,R011,20240808,Held,0,1.0,8.0
M0002363,D0002363,C0043636,CH01,R009,20250619,Held,0,1.0,15.0
M0002364,D0002364,C0031875,CH01,R003,20260301,Held,0,3.0,17.0
M0002365,D0002365,C0049885,CH01,R015,20260119,Cancelled,1,0.0,
M0002366,D0002366,C0036035,CH01,R014,20260308,Held,0,3.0,5.0
M0002367,D0002367,C0059674,CH01,R011,20250928,Cancelled,1,2.0,
M0002368,D0002368,C0048116,CH09,R001,20251010,Held,0,1.0,1.0
M0002369,D0002369,C0057062,CH01,R004,20240412,Held,0,3.0,22.0
M0002370,D0002370,C0021367,CH09,R006,20240620,Held,0,3.0,2.0
M0002371,D0002371,C0015788,CH04,R004,20260918,Held,0,1.0,6.0
M0002372,D0002372,C0008920,CH01,R012,20250130,Held,0,2.0,3.0
M0002373,D0002373,C0011717,CH10,R012,20250706,Held,0,2.0,7.0
M0002374,D0002374,C0044448,CH06,R001,20250515,Held,0,3.0,6.0
M0002375,D0002375,C0047614,CH01,R005,20250907,Held,0,3.0,9.0
M0002376,D0002376,C0003685,CH01,R012,20241009,Held,0,0.0,17.0
M0002377,D0002377,C0014819,CH02,R010,20240204,Held,0,3.0,5.0
M0002378,D0002378,C0017113,CH01,R012,20261128,Held,0,3.0,22.0
M0002379,D0002379,C0022909,CH01,R001,20240705,Held,0,1.0,10.0
M0002380,D0002380,C0012940,CH01,R011,20240601,Held,0,1.0,10.0
M0002381,D0002381,C0004610,CH01,R011,20240210,Held,0,1.0,8.0
M0002382,D0002382,C0013212,CH01,R007,20260102,Held,0,2.0,3.0
M0002383,D0002383,C0053733,CH07,R004,20261117,Held,0,1.0,10.0
M0002384,D0002384,C0059331,CH01,R013,20260812,Held,0,1.0,21.0
M0002385,D0002385,C0013267,CH04,R013,20250624,Held,0,0.0,26.0
M0002386,D0002386,C0032199,CH01,R011,20260326,Cancelled,1,2.0,
M0002387,D0002387,C0013149,CH01,R001,20250115,Held,0,0.0,14.0
M0002388,D0002388,C0056756,CH01,R002,20240112,Held,0,1.0,18.0
M0002389,D0002389,C0041752,CH07,R011,20240306,Held,0,1.0,3.0
M0002390,D0002390,C0057424,CH01,R005,20241005,Held,0,3.0,7.0
M0002391,D0002391,C0010257,CH01,R005,20260319,Held,0,3.0,6.0
M0002392,D0002392,C0011882,CH01,R010,20240128,Held,0,3.0,4.0
M0002393,D0002393,C0014673,CH05,R011,20260128,Held,0,0.0,15.0
M0002394,D0002394,C0002408,CH01,R010,20260717,Held,0,1.0,18.0
M0002395,D0002395,C0057026,CH06,R013,20250319,Held,0,1.0,12.0
M0002396,D0002396,C0014080,CH04,R007,20240916,Held,0,3.0,5.0
M0002397,D0002397,C0054925,CH07,R014,20240723,Held,0,0.0,6.0
M0002398,D0002398,C0046571,CH04,R013,20260206,Held,0,0.0,3.0
M0002399,D0002399,C0011836,CH01,R001,20241113,Held,0,1.0,24.0
M0002400,D0002400,C0029267,CH01,R012,20251111,Held,0,1.0,24.0
M0002401,D0002401,C0038871,CH08,R009,20251023,Held,0,0.0,4.0
M0002402,D0002402,C0034429,CH01,R008,20260920,Cancelled,1,3.0,
M0002403,D0002403,C0031254,CH01,R008,20240828,Held,0,0.0,14.0
M0002404,D0002404,C0058276,CH05,R015,20241231,Held,0,0.0,34.0
M0002405,D0002405,C0039926,CH09,R010,20240202,Held,0,0.0,2.0
M0002406,D0002406,C0055087,CH01,R004,20260904,Held,0,2.0,7.0
M0002407,D0002407,C0006022,CH01,R003,20240526,Held,0,2.0,9.0
M0002408,D0002408,C0008309,CH10,R009,20250304,Cancelled,1,0.0,
M0002409,D0002409,C0029797,CH01,R006,20240725,Held,0,3.0,4.0
M0002410,D0002410,C0049791,CH01,R015,20240111,Held,0,0.0,4.0
M0002411,D0002411,C0006146,CH10,R014,20250115,Cancelled,1,1.0,
M0002412,D0002412,C0030966,CH03,R002,20240119,Held,0,1.0,3.0
M0002413,D0002413,C0029229,CH01,R008,20240725,Held,0,1.0,32.0
M0002414,D0002414,C0047544,CH01,R005,20250619,Held,0,0.0,4.0
M0002415,D0002415,C0029269,CH01,R001,20240801,Held,0,3.0,16.0
M0002416,D0002416,C0029220,CH01,R012,20240418,Held,0,3.0,10.0
M0002417,D0002417,C0007238,CH10,R010,20240105,Cancelled,1,1.0,
M0002418,D0002418,C0030039,CH01,R001,20240527,Held,0,3.0,3.0
M0002419,D0002419,C0000921,CH01,R008,20261121,Held,0,3.0,13.0
M0002420,D0002420,C0015573,CH02,R009,20260306,Held,0,3.0,4.0
M0002421,D0002421,C0027331,CH01,R008,20251224,Held,0,1.0,20.0
M0002422,D0002422,C0052062,CH06,R009,20250306,Held,0,1.0,2.0
M0002423,D0002423,C0020736,CH01,R005,20250430,Cancelled,1,1.0,
M0002424,D0002424,C0001060,CH10,R006,20260411,Held,0,2.0,8.0
M0002425,D0002425,C0030916,CH01,R005,20250108,Held,0,0.0,23.0
M0002426,D0002426,C0008412,CH01,R013,20260709,Held,0,3.0,5.0
M0002427,D0002427,C0025928,CH02,R014,20240816,Held,0,0.0,7.0
M0002428,D0002428,C0026115,CH01,R006,20250830,Held,0,2.0,2.0
M0002429,D0002429,C0048719,CH08,R002,20251017,Held,0,3.0,1.0
M0002430,D0002430,C0012859,CH08,R009,20250916,Held,0,0.0,2.0
M0002431,D0002431,C0007463,CH01,R001,20261202,Held,0,2.0,16.0
M0002432,D0002432,C0048892,CH01,R005,20250412,Held,0,2.0,29.0
M0002433,D0002433,C0000045,CH10,R013,20261214,Cancelled,1,0.0,
M0002434,D0002434,C0044742,CH01,R007,20241106,Held,0,2.0,11.0
M0002435,D0002435,C0034379,CH01,R009,20260219,Held,0,0.0,10.0
M0002436,D0002436,C0043211,CH04,R004,20251011,Held,0,3.0,4.0
M0002437,D0002437,C0015829,CH01,R013,20251112,Held,0,0.0,13.0
M0002438,D0002438,C0023178,CH01,R011,20240702,Held,0,0.0,7.0
