meeting_key,deal_key,company_key,rep_key,meeting_date_key,meeting_status,no_show_flag,days_from_create,days_to_close
M0001027,D0001027,C0031621,R001,20240223,Held,0,1.0,9.0
M0001028,D0001028,C0078622,R006,20250328,Held,0,0.0,21.0
M0001029,D0001029,C0051671,R008,20241219,Held,0,1.0,6.0
M0001030,D0001030,C0008445,R015,20260520,Held,0,1.0,10.0
M0001031,D0001031,C0007603,R010,20260310,Held,0,0.0,10.0
M0001032,D0001032,C0096825,R003,20261029,Cancelled,1,0.0,
M0001033,D0001033,C0032973,R002,20260713,Held,0,0.0,14.0
M0001034,D0001034,C0077888,R001,20241005,Held,0,1.0,5.0
M0001035,D0001035,C0095101,R014,20260910,Cancelled,1,1.0,
M0001036,D0001036,C0004341,R007,20250507,Held,0,1.0,14.0
M0001037,D0001037,C0022050,R015,20250509,Held,0,0.0,4.0
M0001038,D0001038,C0034262,R013,20240902,Cancelled,1,0.0,
M0001039,D0001039,C0072616,R006,20261104,Held,0,0.0,6.0
M0001040,D0001040,C0045013,R004,20240404,Cancelled,1,1.0,
M0001041,D0001041,C0028846,R011,20240131,Held,0,0.0,29.0
M0001042,D0001042,C0072483,R001,20250305,Held,0,1.0,4.0
M0001043,D0001043,C0048026,R009,20240912,Held,0,0.0,14.0
M0001044,D0001044,C0041367,R003,20260224,Cancelled,1,0.0,
M0001045,D0001045,C0010071,R015,20250910,Cancelled,1,1.0,
M0001046,D0001046,C0102107,R010,20241016,Held,0,1.0,24.0
M0001047,D0001047,C0066081,R004,20240528,Held,0,1.0,28.0
M0001048,D0001048,C0029770,R001,20260803,Held,0,0.0,5.0
M0001049,D0001049,C0098022,R002,20250807,Held,0,1.0,2.0
M0001050,D0001050,C0050750,R009,20250926,Held,0,0.0,10.0
M0001051,D0001051,C0024383,R006,20260602,Cancelled,1,0.0,
M0001052,D0001052,C0026571,R006,20240217,Held,0,1.0,10.0
M0001053,D0001053,C0098561,R012,20260204,Held,0,1.0,17.0
M0001054,D0001054,C0085130,R007,20251006,Cancelled,1,0.0,
M0001055,D0001055,C0076913,R015,20240430,Cancelled,1,0.0,
M0001056,D0001056,C0043003,R006,20251103,Held,0,0.0,7.0
M0001057,D0001057,C0085793,R004,20260219,Cancelled,1,1.0,
M0001058,D0001058,C0049859,R003,20250307,Held,0,0.0,14.0
M0001059,D0001059,C0029393,R006,20260317,Held,0,1.0,2.0
M0001060,D0001060,C0024528,R006,20251227,Cancelled,1,1.0,
M0001061,D0001061,C0081792,R010,20241214,Held,0,1.0,19.0
M0001062,D0001062,C0046904,R002,20250213,Held,0,0.0,36.0
M0001063,D0001063,C0007029,R001,20260116,Cancelled,1,0.0,
M0001064,D0001064,C0020918,R006,20240718,Cancelled,1,1.0,
M0001065,D0001065,C0071702,R011,20250212,Cancelled,1,0.0,
M0001066,D0001066,C0098362,R004,20260918,Held,0,0.0,10.0
M0001067,D0001067,C0061687,R001,20240416,Cancelled,1,0.0,
M0001068,D0001068,C0059821,R009,20240605,Held,0,0.0,4.0
M0001069,D0001069,C0098464,R015,20261207,Held,0,0.0,7.0
M0001070,D0001070,C0049628,R007,20260312,Cancelled,1,1.0,
M0001071,D0001071,C0093873,R011,20241227,Held,0,0.0,7.0
M0001072,D0001072,C0014088,R004,20260512,Cancelled,1,1.0,
M0001073,D0001073,C0068078,R011,20240828,Held,0,1.0,13.0
M0001074,D0001074,C0049328,R015,20260331,Held,0,1.0,17.0
M0001075,D0001075,C0083596,R012,20240112,Cancelled,1,0.0,
M0001076,D0001076,C0089833,R011,20260814,Cancelled,1,1.0,
M0001077,D0001077,C0002955,R005,20250704,Held,0,0.0,5.0
M0001078,D0001078,C0083911,R005,20250516,Held,0,0.0,3.0
M0001079,D0001079,C0101426,R001,20251118,Held,0,0.0,38.0
M0001080,D0001080,C0016157,R011,20261205,Held,0,1.0,4.0
M0001081,D0001081,C0051582,R007,20260926,Held,0,1.0,27.0
M0001082,D0001082,C0023436,R006,20240525,Held,0,1.0,9.0
M0001083,D0001083,C0024429,R003,20240712,Held,0,0.0,15.0
M0001084,D0001084,C0038274,R014,20250510,Held,0,1.0,27.0
M0001085,D0001085,C0077346,R015,20250502,Held,0,0.0,5.0
M0001086,D0001086,C0050836,R005,20251010,Cancelled,1,1.0,
M0001087,D0001087,C0073848,R015,20260714,Cancelled,1,1.0,
M0001088,D0001088,C0036194,R012,20251120,Cancelled,1,1.0,
M0001089,D0001089,C0057290,R014,20240829,Cancelled,1,0.0,
M0001090,D0001090,C0043397,R008,20251003,Cancelled,1,0.0,
M0001091,D0001091,C0057004,R004,20240302,Cancelled,1,1.0,
M0001092,D0001092,C0072849,R002,20260707,Held,0,1.0,11.0
M0001093,D0001093,C0016226,R007,20250228,Cancelled,1,0.0,
M0001094,D0001094,C0100124,R011,20240716,Cancelled,1,0.0,
M0001095,D0001095,C0006903,R002,20240611,Cancelled,1,1.0,
M0001096,D0001096,C0058471,R002,20250507,Held,0,1.0,32.0
M0001097,D0001097,C0065980,R003,20250926,Held,0,0.0,6.0
M0001098,D0001098,C0047858,R014,20260904,Held,0,1.0,25.0
M0001099,D0001099,C0046485,R005,20260226,Held,0,1.0,11.0
M0001100,D0001100,C0078998,R003,20250801,Cancelled,1,1.0,
M0001101,D0001101,C0035994,R010,20251120,Cancelled,1,1.0,
M0001102,D0001102,C0051291,R012,20251203,Cancelled,1,0.0,
M0001103,D0001103,C0010608,R014,20241018,Held,0,0.0,12.0
M0001104,D0001104,C0077818,R012,20251205,Cancelled,1,1.0,
M0001105,D0001105,C0000642,R012,20261214,Held,0,0.0,14.0
M0001106,D0001106,C0101104,R006,20250401,Held,0,0.0,5.0
M0001107,D0001107,C0019337,R006,20260901,Held,0,1.0,13.0
M0001108,D0001108,C0097562,R007,20240716,Cancelled,1,0.0,
M0001109,D0001109,C0071660,R011,20240712,Held,0,1.0,8.0
M0001110,D0001110,C0013111,R002,20250513,Held,0,1.0,18.0
M0001111,D0001111,C0014342,R015,20250516,Held,0,0.0,11.0
M0001112,D0001112,C0071687,R012,20260126,Cancelled,1,0.0,
M0001113,D0001113,C0014632,R003,20250403,Cancelled,1,1.0,
M0001114,D0001114,C0039288,R013,20250714,Cancelled,1,0.0,
M0001115,D0001115,C0056403,R009,20250311,Held,0,1.0,25.0
M0001116,D0001116,C0032045,R009,20250708,Held,0,1.0,9.0
M0001117,D0001117,C0063721,R009,20250319,Held,0,0.0,10.0
M0001118,D0001118,C0080823,R001,20260623,Held,0,0.0,14.0
M0001119,D0001119,C0027581,R010,20251024,Cancelled,1,0.0,
M0001120,D0001120,C0073033,R008,20240315,Cancelled,1,0.0,
M0001121,D0001121,C0031416,R003,20250627,Held,0,0.0,8.0
M0001122,D0001122,C0016043,R010,20261113,Held,0,1.0,4.0
M0001123,D0001123,C0027868,R004,20260403,Held,0,1.0,4.0
M0001124,D0001124,C0032757,R004,20260507,Held,0,1.0,13.0
M0001125,D0001125,C0101755,R005,20251006,Held,0,0.0,4.0
M0001126,D0001126,C0012782,R015,20250724,Cancelled,1,0.0,
M0001127,D0001127,C0102120,R003,20240215,Held,0,0.0,31.0
M0001128,D0001128,C0021422,R001,20260829,Cancelled,1,1.0,
M0001129,D0001129,C0050931,R005,20251215,Held,0,0.0,12.0
M0001130,D0001130,C0047265,R011,20240301,Held,0,1.0,4.0
M0001131,D0001131,C0029615,R003,20250911,Held,0,0.0,27.0
M0001132,D0001132,C0073141,R009,20251015,Held,0,1.0,8.0
M0001133,D0001133,C0085999,R007,20250514,Held,0,0.0,4.0
M0001134,D0001134,C0047002,R013,20261016,Held,0,0.0,7.0
M0001135,D0001135,C0091830,R006,20260122,Held,0,1.0,14.0
M0001136,D0001136,C0054478,R012,20240314,Cancelled,1,1.0,
M0001137,D0001137,C0008565,R011,20261028,Held,0,0.0,12.0
M0001138,D0001138,C0054077,R004,20250729,Held,0,0.0,13.0
M0001139,D0001139,C0030302,R009,20260516,Held,0,1.0,19.0
M0001140,D0001140,C0091059,R012,20251120,Cancelled,1,0.0,
M0001141,D0001141,C0060399,R007,20261128,Held,0,1.0,4.0
M0001142,D0001142,C0017893,R008,20240918,Cancelled,1,1.0,
M0001143,D0001143,C0088060,R005,20240210,Held,0,1.0,2.0
M0001144,D0001144,C0101869,R006,20240223,Held,0,0.0,6.0
M0001145,D0001145,C0031076,R004,20261215,Held,0,1.0,17.0
M0001146,D0001146,C0092116,R007,20250905,Held,0,0.0,10.0
M0001147,D0001147,C0018235,R009,20250625,Held,0,0.0,39.0
M0001148,D0001148,C0075930,R014,20260303,Cancelled,1,1.0,
M0001149,D0001149,C0019611,R008,20250130,Cancelled,1,0.0,
M0001150,D0001150,C0086575,R003,20260513,Held,0,1.0,6.0
M0001151,D0001151,C0059071,R009,20241001,Cancelled,1,1.0,
M0001152,D0001152,C0098102,R010,20261126,Cancelled,1,0.0,
M0001153,D0001153,C0052764,R011,20250207,Cancelled,1,0.0,
M0001154,D0001154,C0033506,R014,20250620,Held,0,0.0,15.0
M0001155,D0001155,C0095987,R011,20260114,Cancelled,1,0.0,
M0001156,D0001156,C0052262,R005,20250206,Held,0,1.0,15.0
M0001157,D0001157,C0060724,R015,20250809,Held,0,1.0,10.0
M0001158,D0001158,C0082011,R008,20260918,Cancelled,1,1.0,
M0001159,D0001159,C0015431,R011,20251223,Cancelled,1,0.0,
M0001160,D0001160,C0072488,R008,20250624,Cancelled,1,0.0,
M0001161,D0001161,C0000637,R015,20240328,Held,0,0.0,34.0
M0001162,D0001162,C0008290,R004,20260320,Held,0,0.0,10.0
M0001163,D0001163,C0002771,R007,20240312,Cancelled,1,0.0,
M0001164,D0001164,C0030411,R006,20241009,Held,0,1.0,3.0
M0001165,D0001165,C0090318,R002,20250513,Held,0,0.0,10.0
M0001166,D0001166,C0066694,R012,20240704,Held,0,1.0,17.0
M0001167,D0001167,C0022719,R004,20240613,Held,0,1.0,11.0
M0001168,D0001168,C0065467,R010,20240629,Held,0,1.0,29.0
M0001169,D0001169,C0001699,R006,20261208,Cancelled,1,1.0,
M0001170,D0001170,C0008957,R010,20240821,Held,0,0.0,17.0
M0001171,D0001171,C0056631,R001,20261107,Cancelled,1,1.0,
M0001172,D0001172,C0068889,R008,20250729,Cancelled,1,0.0,
M0001173,D0001173,C0059795,R007,20250802,Held,0,1.0,4.0
M0001174,D0001174,C0042469,R007,20260414,Held,0,0.0,11.0
M0001175,D0001175,C0086765,R001,20240724,Held,0,0.0,2.0
M0001176,D0001176,C0018232,R003,20241212,Held,0,1.0,13.0
M0001177,D0001177,C0072717,R005,20260808,Cancelled,1,1.0,
M0001178,D0001178,C0100717,R015,20260514,Held,0,1.0,38.0
M0001179,D0001179,C0057279,R006,20260207,Held,0,1.0,9.0
M0001180,D0001180,C0001919,R007,20250805,Held,0,0.0,13.0
M0001181,D0001181,C0090205,R004,20241223,Cancelled,1,0.0,
M0001182,D0001182,C0094380,R006,20260603,Cancelled,1,1.0,
M0001183,D0001183,C0048125,R010,20241123,Held,0,1.0,4.0
M0001184,D0001184,C0054322,R003,20250404,Cancelled,1,0.0,
M0001185,D0001185,C0031534,R013,20240109,Held,0,0.0,17.0
M0001186,D0001186,C0011378,R003,20251202,Held,0,0.0,7.0
M0001187,D0001187,C0000422,R001,20251113,Cancelled,1,1.0,
M0001188,D0001188,C0042691,R005,20240614,Cancelled,1,0.0,
M0001189,D0001189,C0030864,R006,20250314,Cancelled,1,0.0,
M0001190,D0001190,C0098557,R001,20250710,Cancelled,1,1.0,
M0001191,D0001191,C0091688,R007,20250610,Held,0,0.0,3.0
M0001192,D0001192,C0029859,R005,20260220,Held,0,0.0,15.0
M0001193,D0001193,C0071438,R014,20260814,Held,0,0.0,10.0
M0001194,D0001194,C0002456,R005,20260112,Held,0,0.0,5.0
M0001195,D0001195,C0015736,R013,20260611,Cancelled,1,1.0,
M0001196,D0001196,C0076870,R014,20260321,Held,0,1.0,4.0
M0001197,D0001197,C0013084,R011,20260312,Held,0,0.0,23.0
M0001198,D0001198,C0078181,R007,20250820,Cancelled,1,1.0,
M0001199,D0001199,C0075464,R002,20240227,Held,0,1.0,5.0
M0001200,D0001200,C0089193,R012,20260319,Held,0,1.0,23.0
M0001201,D0001201,C0032312,R003,20240423,Held,0,0.0,25.0
M0001202,D0001202,C0007103,R010,20260917,Cancelled,1,1.0,
M0001203,D0001203,C0085847,R008,20240410,Cancelled,1,1.0,
M0001204,D0001204,C0057372,R002,20260713,Cancelled,1,0.0,
M0001205,D0001205,C0060492,R003,20250221,Cancelled,1,0.0,
M0001206,D0001206,C0016346,R003,20251020,Held,0,0.0,19.0
M0001207,D0001207,C0042613,R002,20240202,Held,0,0.0,8.0
M0001208,D0001208,C0009870,R007,20250916,Held,0,0.0,14.0
M0001209,D0001209,C0024728,R005,20250211,Held,0,1.0,8.0
M0001210,D0001210,C0035661,R014,20260511,Held,0,0.0,13.0
M0001211,D0001211,C0024227,R011,20261008,Held,0,0.0,14.0
M0001212,D0001212,C0000696,R009,20261111,Cancelled,1,1.0,
M0001213,D0001213,C0056886,R014,20260702,Held,0,0.0,16.0
M0001214,D0001214,C0030379,R008,20240528,Held,0,1.0,4.0
M0001215,D0001215,C0099405,R007,20241225,Held,0,1.0,11.0
M0001216,D0001216,C0060036,R013,20241109,Held,0,1.0,7.0
M0001217,D0001217,C0030835,R002,20251007,Held,0,1.0,11.0
M0001218,D0001218,C0081616,R010,20261125,Cancelled,1,0.0,
M0001219,D0001219,C0061445,R004,20250920,Cancelled,1,1.0,
M0001220,D0001220,C0072833,R010,20260626,Held,0,1.0,19.0
M0001221,D0001221,C0038864,R003,20240511,Held,0,1.0,16.0
M0001222,D0001222,C0070684,R010,20250805,Held,0,0.0,15.0
M0001223,D0001223,C0085694,R014,20240621,Held,0,1.0,17.0
M0001224,D0001224,C0045164,R007,20250115,Held,0,1.0,27.0
M0001225,D0001225,C0062489,R013,20261229,Held,0,0.0,9.0
M0001226,D0001226,C0052023,R004,20240910,Held,0,1.0,16.0
M0001227,D0001227,C0062327,R015,20240403,Cancelled,1,0.0,
M0001228,D0001228,C0082757,R008,20260321,Held,0,1.0,11.0
M0001229,D0001229,C0066452,R011,20240322,Held,0,1.0,1.0
M0001230,D0001230,C0070635,R009,20250107,Cancelled,1,0.0,
M0001231,D0001231,C0067956,R002,20261014,Cancelled,1,0.0,
M0001232,D0001232,C0046009,R007,20260203,Cancelled,1,0.0,
M0001233,D0001233,C0078929,R007,20240913,Cancelled,1,0.0,
M0001234,D0001234,C0003170,R005,20250814,Held,0,0.0,29.0
M0001235,D0001235,C0052345,R014,20260101,Held,0,0.0,17.0
M0001236,D0001236,C0048430,R003,20251110,Held,0,0.0,8.0
M0001237,D0001237,C0076614,R003,20251023,Cancelled,1,1.0,
M0001238,D0001238,C0025018,R006,20240702,Cancelled,1,0.0,
M0001239,D0001239,C0078502,R007,20261215,Held,0,0.0,6.0
M0001240,D0001240,C0011626,R010,20250920,Held,0,1.0,10.0
M0001241,D0001241,C0024396,R014,20250605,Cancelled,1,1.0,
M0001242,D0001242,C0076880,R005,20250307,Held,0,1.0,19.0
M0001243,D0001243,C0042426,R012,20260909,Cancelled,1,1.0,
M0001244,D0001244,C0091265,R001,20260306,Cancelled,1,1.0,
M0001245,D0001245,C0010009,R012,20241225,Held,0,0.0,16.0
M0001246,D0001246,C0072841,R004,20260827,Held,0,0.0,7.0
M0001247,D0001247,C0000105,R007,20240327,Held,0,0.0,23.0
M0001248,D0001248,C0036532,R008,20250602,Cancelled,1,0.0,
M0001249,D0001249,C0028658,R006,20260127,Held,0,1.0,4.0
M0001250,D0001250,C0058078,R011,20250917,Cancelled,1,0.0,
M0001251,D0001251,C0088768,R013,20241010,Held,0,1.0,15.0
M0001252,D0001252,C0056761,R010,20240320,Cancelled,1,1.0,
M0001253,D0001253,C0052184,R013,20260122,Held,0,1.0,7.0
M0001254,D0001254,C0062233,R009,20240103,Cancelled,1,1.0,
M0001255,D0001255,C0009893,R002,20261028,Held,0,0.0,16.0
M0001256,D0001256,C0005121,R003,20260723,Held,0,0.0,10.0
M0001257,D0001257,C0047217,R014,20240219,Cancelled,1,0.0,
M0001258,D0001258,C0101906,R005,20251029,Cancelled,1,0.0,
M0001259,D0001259,C0044312,R015,20261124,Cancelled,1,1.0,
M0001260,D0001260,C0081336,R009,20240313,Held,0,1.0,15.0
M0001261,D0001261,C0068168,R011,20260530,Held,0,1.0,15.0
M0001262,D0001262,C0023809,R006,20260117,Held,0,1.0,7.0
M0001263,D0001263,C0080383,R003,20250725,Held,0,0.0,12.0
M0001264,D0001264,C0011368,R010,20261222,Held,0,0.0,16.0
M0001265,D0001265,C0083807,R001,20250607,Held,0,1.0,7.0
M0001266,D0001266,C0062761,R003,20251223,Cancelled,1,1.0,
M0001267,D0001267,C0070804,R013,20241204,Held,0,1.0,6.0
M0001268,D0001268,C0070182,R014,20260625,Held,0,0.0,16.0
M0001269,D0001269,C0028043,R009,20241224,Held,0,0.0,24.0
M0001270,D0001270,C0017885,R005,20261119,Held,0,0.0,4.0
M0001271,D0001271,C0015083,R004,20250505,Held,0,0.0,15.0
M0001272,D0001272,C0037002,R014,20260306,Cancelled,1,1.0,
M0001273,D0001273,C0059149,R014,20240119,Held,0,0.0,3.0
M0001274,D0001274,C0071104,R008,20241225,Held,0,1.0,1.0
M0001275,D0001275,C0035179,R014,20261112,Held,0,0.0,21.0
M0001276,D0001276,C0018701,R006,20250321,Held,0,1.0,1.0
M0001277,D0001277,C0065020,R015,20240702,Cancelled,1,1.0,
M0001278,D0001278,C0007495,R015,20250618,Cancelled,1,0.0,
M0001279,D0001279,C0066043,R003,20250307,Held,0,0.0,10.0
M0001280,D0001280,C0066446,R013,20250329,Cancelled,1,1.0,
M0001281,D0001281,C0095429,R006,20251107,Cancelled,1,0.0,
M0001282,D0001282,C0081356,R006,20260210,Held,0,0.0,8.0
M0001283,D0001283,C0085723,R005,20240530,Held,0,1.0,17.0
M0001284,D0001284,C0018270,R015,20240704,Held,0,1.0,2.0
M0001285,D0001285,C0018519,R014,20260424,Held,0,0.0,7.0
M0001286,D0001286,C0058845,R010,20240910,Held,0,1.0,11.0
M0001287,D0001287,C0033463,R009,20250619,Cancelled,1,1.0,
M0001288,D0001288,C0010750,R006,20260224,Held,0,0.0,36.0
M0001289,D0001289,C0085705,R001,20261126,Cancelled,1,1.0,
M0001290,D0001290,C0052383,R002,20240216,Held,0,0.0,5.0
M0001291,D0001291,C0041621,R007,20240812,Held,0,0.0,14.0
M0001292,D0001292,C0028095,R009,20241015,Held,0,1.0,2.0
M0001293,D0001293,C0040411,R004,20240926,Held,0,1.0,4.0
M0001294,D0001294,C0038905,R013,20250331,Held,0,0.0,17.0
M0001295,D0001295,C0030223,R004,20260107,Held,0,0.0,4.0
M0001296,D0001296,C0088431,R008,20261125,Cancelled,1,0.0,
M0001297,D0001297,C0007101,R008,20261013,Held,0,1.0,6.0
M0001298,D0001298,C0029980,R003,20260731,Cancelled,1,1.0,
M0001299,D0001299,C0044056,R004,20251217,Cancelled,1,1.0,
M0001300,D0001300,C0010933,R003,20250924,Held,0,1.0,20.0
M0001301,D0001301,C0027737,R015,20240808,Held,0,0.0,14.0
M0001302,D0001302,C0013741,R003,20250822,Cancelled,1,1.0,
M0001303,D0001303,C0018459,R014,20240322,Held,0,1.0,24.0
M0001304,D0001304,C0008007,R007,20241029,Cancelled,1,1.0,
M0001305,D0001305,C0003985,R006,20260808,Held,0,1.0,19.0
M0001306,D0001306,C0015919,R011,20240911,Held,0,1.0,9.0
M0001307,D0001307,C0019241,R012,20241227,Held,0,0.0,13.0
M0001308,D0001308,C0090964,R009,20240829,Cancelled,1,0.0,
M0001309,D0001309,C0006161,R012,20260520,Cancelled,1,0.0,
M0001310,D0001310,C0062208,R011,20240719,Held,0,0.0,5.0
M0001311,D0001311,C0000316,R003,20260422,Held,0,1.0,1.0
M0001312,D0001312,C0046712,R011,20260813,Cancelled,1,0.0,
M0001313,D0001313,C0021516,R003,20241018,Cancelled,1,0.0,
M0001314,D0001314,C0032978,R001,20240909,Cancelled,1,0.0,
M0001315,D0001315,C0064147,R006,20261023,Held,0,1.0,13.0
M0001316,D0001316,C0070458,R002,20241207,Held,0,1.0,42.0
M0001317,D0001317,C0044322,R011,20251113,Held,0,0.0,7.0
M0001318,D0001318,C0094314,R010,20240917,Cancelled,1,1.0,
M0001319,D0001319,C0078880,R007,20241105,Held,0,0.0,22.0
M0001320,D0001320,C0077094,R005,20260325,Cancelled,1,0.0,
M0001321,D0001321,C0033229,R002,20240520,Cancelled,1,0.0,
M0001322,D0001322,C0025149,R005,20241217,Held,0,1.0,11.0
M0001323,D0001323,C0010790,R001,20251211,Held,0,0.0,2.0
M0001324,D0001324,C0085569,R009,20240502,Held,0,0.0,9.0
M0001325,D0001325,C0093454,R002,20240216,Cancelled,1,0.0,
M0001326,D0001326,C0016101,R003,20260213,Cancelled,1,1.0,
M0001327,D0001327,C0025140,R005,20240312,Cancelled,1,1.0,
M0001328,D0001328,C0052342,R013,20240610,Held,0,0.0,11.0
M0001329,D0001329,C0094939,R006,20240418,Held,0,0.0,26.0
M0001330,D0001330,C0019848,R007,20260812,Held,0,1.0,14.0
M0001331,D0001331,C0087039,R010,20250212,Cancelled,1,1.0,
M0001332,D0001332,C0062118,R008,20250218,Held,0,1.0,22.0
M0001333,D0001333,C0102035,R003,20240712,Held,0,1.0,6.0
M0001334,D0001334,C0091620,R007,20260113,Held,0,1.0,14.0
M0001335,D0001335,C0000731,R014,20251224,Held,0,1.0,8.0
M0001336,D0001336,C0087291,R015,20250208,Held,0,1.0,10.0
M0001337,D0001337,C0097360,R001,20240118,Held,0,0.0,1.0
M0001338,D0001338,C0065469,R006,20251004,Held,0,1.0,11.0
M0001339,D0001339,C0094634,R003,20240709,Held,0,0.0,3.0
M0001340,D0001340,C0032299,R006,20260907,Cancelled,1,0.0,
M0001341,D0001341,C0034529,R013,20240422,Held,0,0.0,4.0
M0001342,D0001342,C0071686,R011,20260204,Cancelled,1,0.0,
M0001343,D0001343,C0014608,R007,20240221,Cancelled,1,0.0,
M0001344,D0001344,C0025070,R006,20240305,Held,0,1.0,18.0
M0001345,D0001345,C0043731,R006,20260709,Cancelled,1,1.0,
M0001346,D0001346,C0005754,R015,20240325,Held,0,0.0,16.0
M0001347,D0001347,C0063953,R002,20250502,Held,0,1.0,8.0
M0001348,D0001348,C0029844,R009,20240820,Held,0,0.0,12.0
M0001349,D0001349,C0013115,R006,20260429,Held,0,1.0,5.0
M0001350,D0001350,C0093251,R012,20240619,Cancelled,1,1.0,
M0001351,D0001351,C0029071,R008,20260723,Held,0,0.0,8.0
M0001352,D0001352,C0083022,R013,20260513,Cancelled,1,0.0,
M0001353,D0001353,C0008786,R015,20250724,Cancelled,1,0.0,
M0001354,D0001354,C0062071,R010,20250328,Held,0,1.0,27.0
M0001355,D0001355,C0067657,R003,20241227,Held,0,0.0,20.0
M0001356,D0001356,C0042121,R009,20241120,Held,0,1.0,3.0
M0001357,D0001357,C0043374,R002,20250220,Cancelled,1,0.0,
M0001358,D0001358,C0077115,R007,20260317,Cancelled,1,1.0,
M0001359,D0001359,C0018535,R014,20260327,Held,0,0.0,14.0
M0001360,D0001360,C0020778,R014,20260815,Held,0,1.0,20.0
M0001361,D0001361,C0069035,R003,20240727,Cancelled,1,1.0,
M0001362,D0001362,C0076729,R007,20241011,Cancelled,1,0.0,
M0001363,D0001363,C0077754,R012,20251225,Held,0,1.0,62.0
M0001364,D0001364,C0031962,R012,20241004,Cancelled,1,0.0,
M0001365,D0001365,C0049131,R008,20241224,Held,0,0.0,12.0
M0001366,D0001366,C0052347,R006,20260429,Cancelled,1,0.0,
M0001367,D0001367,C0080595,R004,20250725,Held,0,0.0,4.0
M0001368,D0001368,C0067712,R008,20240823,Held,0,1.0,5.0
M0001369,D0001369,C0009797,R009,20260720,Cancelled,1,0.0,
M0001370,D0001370,C0038319,R005,20251211,Cancelled,1,0.0,
M0001371,D0001371,C0055333,R012,20261210,Cancelled,1,1.0,
M0001372,D0001372,C0086033,R005,20240521,Held,0,1.0,4.0
M0001373,D0001373,C0001086,R010,20241108,Held,0,0.0,11.0
M0001374,D0001374,C0079989,R007,20250526,Held,0,0.0,6.0
M0001375,D0001375,C0038327,R012,20260626,Held,0,0.0,26.0
M0001376,D0001376,C0043293,R003,20261119,Held,0,0.0,11.0
M0001377,D0001377,C0069611,R004,20240304,Held,0,0.0,10.0
M0001378,D0001378,C0016085,R011,20240927,Cancelled,1,0.0,
M0001379,D0001379,C0034705,R013,20250628,Cancelled,1,1.0,
M0001380,D0001380,C0004751,R007,20260922,Cancelled,1,0.0,
M0001381,D0001381,C0007270,R009,20241107,Held,0,0.0,6.0
M0001382,D0001382,C0080005,R002,20261009,Cancelled,1,0.0,
M0001383,D0001383,C0091465,R005,20260130,Held,0,0.0,30.0
M0001384,D0001384,C0067327,R002,20240913,Cancelled,1,1.0,
M0001385,D0001385,C0091201,R011,20240713,Held,0,1.0,22.0
M0001386,D0001386,C0084457,R007,20260311,Held,0,0.0,35.0
M0001387,D0001387,C0034460,R006,20241107,Held,0,1.0,10.0
M0001388,D0001388,C0049500,R001,20261020,Cancelled,1,1.0,
M0001389,D0001389,C0040387,R010,20250114,Held,0,1.0,15.0
M0001390,D0001390,C0054483,R005,20250705,Cancelled,1,1.0,
M0001391,D0001391,C0035393,R008,20250813,Held,0,1.0,22.0
M0001392,D0001392,C0048942,R004,20260724,Held,0,0.0,2.0
M0001393,D0001393,C0017765,R003,20250409,Held,0,1.0,7.0
M0001394,D0001394,C0091548,R013,20260813,Held,0,0.0,36.0
M0001395,D0001395,C0066660,R011,20261201,Held,0,1.0,13.0
M0001396,D0001396,C0063796,R013,20251219,Held,0,0.0,3.0
M0001397,D0001397,C0047964,R006,20251028,Cancelled,1,1.0,
M0001398,D0001398,C0099536,R006,20260602,Held,0,1.0,9.0
M0001399,D0001399,C0025134,R003,20260121,Cancelled,1,1.0,
M0001400,D0001400,C0082231,R014,20250926,Held,0,1.0,10.0
M0001401,D0001401,C0015565,R013,20251009,Cancelled,1,1.0,
M0001402,D0001402,C0001365,R015,20251010,Cancelled,1,1.0,
M0001403,D0001403,C0012806,R011,20261218,Held,0,1.0,31.0
M0001404,D0001404,C0088197,R015,20250219,Held,0,0.0,19.0
M0001405,D0001405,C0087558,R002,20241011,Cancelled,1,0.0,
M0001406,D0001406,C0029823,R009,20250929,Cancelled,1,0.0,
M0001407,D0001407,C0034093,R007,20240307,Cancelled,1,1.0,
M0001408,D0001408,C0015877,R013,20251112,Held,0,0.0,19.0
M0001409,D0001409,C0097769,R002,20240110,Held,0,0.0,21.0
M0001410,D0001410,C0048852,R004,20260320,Cancelled,1,0.0,
M0001411,D0001411,C0056988,R013,20251120,Held,0,1.0,5.0
M0001412,D0001412,C0084313,R002,20240418,Cancelled,1,0.0,
M0001413,D0001413,C0048870,R013,20240415,Held,0,0.0,7.0
M0001414,D0001414,C0051493,R014,20260402,Held,0,1.0,7.0
M0001415,D0001415,C0061690,R006,20260526,Cancelled,1,1.0,
M0001416,D0001416,C0055335,R001,20261205,Held,0,1.0,11.0
M0001417,D0001417,C0054888,R013,20241223,Cancelled,1,0.0,
M0001418,D0001418,C0030445,R008,20240405,Held,0,1.0,6.0
M0001419,D0001419,C0042915,R014,20241012,Held,0,1.0,26.0
M0001420,D0001420,C0096033,R007,20241125,Held,0,0.0,19.0
M0001421,D0001421,C0025230,R009,20260115,Cancelled,1,1.0,
M0001422,D0001422,C0064064,R006,20240314,Held,0,1.0,34.0
M0001423,D0001423,C0053388,R015,20260515,Cancelled,1,1.0,
M0001424,D0001424,C0062047,R010,20260416,Cancelled,1,1.0,
